chrom	start	end	chrom_arm	bin_name
7	98000001	9.9e+07	7q	7q_39
7	99000001	1e+08	7q	7q_40
7	100000001	1.01e+08	7q	7q_41
7	101000001	1.02e+08	7q	7q_42
7	102000001	1.03e+08	7q	7q_43
7	103000001	1.04e+08	7q	7q_44
7	104000001	1.05e+08	7q	7q_45
7	105000001	1.06e+08	7q	7q_46
7	106000001	1.07e+08	7q	7q_47
7	107000001	1.08e+08	7q	7q_48
7	108000001	1.09e+08	7q	7q_49
7	109000001	1.1e+08	7q	7q_50
7	110000001	1.11e+08	7q	7q_51
7	111000001	1.12e+08	7q	7q_52
7	112000001	1.13e+08	7q	7q_53
7	113000001	1.14e+08	7q	7q_54
7	114000001	1.15e+08	7q	7q_55
7	115000001	1.16e+08	7q	7q_56
7	116000001	1.17e+08	7q	7q_57
7	117000001	1.18e+08	7q	7q_58
7	118000001	1.19e+08	7q	7q_59
7	119000001	1.2e+08	7q	7q_60
7	120000001	1.21e+08	7q	7q_61
7	121000001	1.22e+08	7q	7q_62
7	122000001	1.23e+08	7q	7q_63
7	123000001	1.24e+08	7q	7q_64
7	124000001	1.25e+08	7q	7q_65
7	125000001	1.26e+08	7q	7q_66
7	126000001	1.27e+08	7q	7q_67
7	127000001	1.28e+08	7q	7q_68
7	128000001	1.29e+08	7q	7q_69
7	129000001	1.3e+08	7q	7q_70
7	130000001	1.31e+08	7q	7q_71
7	131000001	1.32e+08	7q	7q_72
7	132000001	1.33e+08	7q	7q_73
7	133000001	1.34e+08	7q	7q_74
7	134000001	1.35e+08	7q	7q_75
7	135000001	1.36e+08	7q	7q_76
7	136000001	1.37e+08	7q	7q_77
7	137000001	1.38e+08	7q	7q_78
7	138000001	1.39e+08	7q	7q_79
7	139000001	1.4e+08	7q	7q_80
7	140000001	1.41e+08	7q	7q_81
7	141000001	1.42e+08	7q	7q_82
7	142000001	1.43e+08	7q	7q_83
7	143000001	1.44e+08	7q	7q_84
7	144000001	1.45e+08	7q	7q_85
7	145000001	1.46e+08	7q	7q_86
7	146000001	1.47e+08	7q	7q_87
7	147000001	1.48e+08	7q	7q_88
7	148000001	1.49e+08	7q	7q_89
7	149000001	1.5e+08	7q	7q_90
7	150000001	1.51e+08	7q	7q_91
7	151000001	1.52e+08	7q	7q_92
7	152000001	1.53e+08	7q	7q_93
7	153000001	1.54e+08	7q	7q_94
7	154000001	1.55e+08	7q	7q_95
7	155000001	1.56e+08	7q	7q_96
7	156000001	1.57e+08	7q	7q_97
7	157000001	1.58e+08	7q	7q_98
7	158000001	1.59e+08	7q	7q_99
7	159000001	159138663	7q	7q_100
8	1	1e+06	8p	8p_1
8	1000001	2e+06	8p	8p_2
8	2000001	3e+06	8p	8p_3
8	3000001	4e+06	8p	8p_4
8	4000001	5e+06	8p	8p_5
8	5000001	6e+06	8p	8p_6
8	6000001	7e+06	8p	8p_7
8	7000001	8e+06	8p	8p_8
8	8000001	9e+06	8p	8p_9
8	9000001	1e+07	8p	8p_10
8	10000001	1.1e+07	8p	8p_11
8	11000001	1.2e+07	8p	8p_12
8	12000001	1.3e+07	8p	8p_13
8	13000001	1.4e+07	8p	8p_14
8	14000001	1.5e+07	8p	8p_15
8	15000001	1.6e+07	8p	8p_16
8	16000001	1.7e+07	8p	8p_17
8	17000001	1.8e+07	8p	8p_18
8	18000001	1.9e+07	8p	8p_19
8	19000001	2e+07	8p	8p_20
8	20000001	2.1e+07	8p	8p_21
8	21000001	2.2e+07	8p	8p_22
8	22000001	2.3e+07	8p	8p_23
8	23000001	2.4e+07	8p	8p_24
8	24000001	2.5e+07	8p	8p_25
8	25000001	2.6e+07	8p	8p_26
8	26000001	2.7e+07	8p	8p_27
8	27000001	2.8e+07	8p	8p_28
8	28000001	2.9e+07	8p	8p_29
8	29000001	3e+07	8p	8p_30
8	30000001	3.1e+07	8p	8p_31
8	31000001	3.2e+07	8p	8p_32
8	32000001	3.3e+07	8p	8p_33
8	33000001	3.4e+07	8p	8p_34
8	34000001	3.5e+07	8p	8p_35
8	35000001	3.6e+07	8p	8p_36
8	36000001	3.7e+07	8p	8p_37
8	37000001	3.8e+07	8p	8p_38
8	38000001	3.9e+07	8p	8p_39
8	39000001	4e+07	8p	8p_40
8	40000001	4.1e+07	8p	8p_41
8	41000001	4.2e+07	8p	8p_42
8	42000001	4.3e+07	8p	8p_43
8	43000001	4.4e+07	8p	8p_44
8	44000001	4.5e+07	8p	8p_45
8	45000001	45338886	8pq	8pq_1
8	45338887	4.6e+07	8pq	8pq_2
8	46000001	4.7e+07	8q	8q_1
8	47000001	4.8e+07	8q	8q_2
8	48000001	4.9e+07	8q	8q_3
8	49000001	5e+07	8q	8q_4
8	50000001	5.1e+07	8q	8q_5
8	51000001	5.2e+07	8q	8q_6
8	52000001	5.3e+07	8q	8q_7
8	53000001	5.4e+07	8q	8q_8
8	54000001	5.5e+07	8q	8q_9
8	55000001	5.6e+07	8q	8q_10
8	56000001	5.7e+07	8q	8q_11
8	57000001	5.8e+07	8q	8q_12
8	58000001	5.9e+07	8q	8q_13
8	59000001	6e+07	8q	8q_14
8	60000001	6.1e+07	8q	8q_15
8	61000001	6.2e+07	8q	8q_16
8	62000001	6.3e+07	8q	8q_17
8	63000001	6.4e+07	8q	8q_18
8	64000001	6.5e+07	8q	8q_19
8	65000001	6.6e+07	8q	8q_20
8	66000001	6.7e+07	8q	8q_21
8	67000001	6.8e+07	8q	8q_22
8	68000001	6.9e+07	8q	8q_23
8	69000001	7e+07	8q	8q_24
8	70000001	7.1e+07	8q	8q_25
8	71000001	7.2e+07	8q	8q_26
8	72000001	7.3e+07	8q	8q_27
8	73000001	7.4e+07	8q	8q_28
8	74000001	7.5e+07	8q	8q_29
8	75000001	7.6e+07	8q	8q_30
8	76000001	7.7e+07	8q	8q_31
8	77000001	7.8e+07	8q	8q_32
8	78000001	7.9e+07	8q	8q_33
8	79000001	8e+07	8q	8q_34
8	80000001	8.1e+07	8q	8q_35
8	81000001	8.2e+07	8q	8q_36
8	82000001	8.3e+07	8q	8q_37
8	83000001	8.4e+07	8q	8q_38
8	84000001	8.5e+07	8q	8q_39
8	85000001	8.6e+07	8q	8q_40
8	86000001	8.7e+07	8q	8q_41
8	87000001	8.8e+07	8q	8q_42
8	88000001	8.9e+07	8q	8q_43
8	89000001	9e+07	8q	8q_44
8	90000001	9.1e+07	8q	8q_45
8	91000001	9.2e+07	8q	8q_46
8	92000001	9.3e+07	8q	8q_47
8	93000001	9.4e+07	8q	8q_48
8	94000001	9.5e+07	8q	8q_49
8	95000001	9.6e+07	8q	8q_50
8	96000001	9.7e+07	8q	8q_51
8	97000001	9.8e+07	8q	8q_52
8	98000001	9.9e+07	8q	8q_53
8	99000001	1e+08	8q	8q_54
8	100000001	1.01e+08	8q	8q_55
8	101000001	1.02e+08	8q	8q_56
8	102000001	1.03e+08	8q	8q_57
8	103000001	1.04e+08	8q	8q_58
8	104000001	1.05e+08	8q	8q_59
8	105000001	1.06e+08	8q	8q_60
8	106000001	1.07e+08	8q	8q_61
8	107000001	1.08e+08	8q	8q_62
8	108000001	1.09e+08	8q	8q_63
8	109000001	1.1e+08	8q	8q_64
8	110000001	1.11e+08	8q	8q_65
8	111000001	1.12e+08	8q	8q_66
8	112000001	1.13e+08	8q	8q_67
8	113000001	1.14e+08	8q	8q_68
8	114000001	1.15e+08	8q	8q_69
8	115000001	1.16e+08	8q	8q_70
8	116000001	1.17e+08	8q	8q_71
8	117000001	1.18e+08	8q	8q_72
8	118000001	1.19e+08	8q	8q_73
8	119000001	1.2e+08	8q	8q_74
8	120000001	1.21e+08	8q	8q_75
8	121000001	1.22e+08	8q	8q_76
8	122000001	1.23e+08	8q	8q_77
8	123000001	1.24e+08	8q	8q_78
8	124000001	1.25e+08	8q	8q_79
8	125000001	1.26e+08	8q	8q_80
8	126000001	1.27e+08	8q	8q_81
8	127000001	1.28e+08	8q	8q_82
8	128000001	1.29e+08	8q	8q_83
8	129000001	1.3e+08	8q	8q_84
8	130000001	1.31e+08	8q	8q_85
8	131000001	1.32e+08	8q	8q_86
8	132000001	1.33e+08	8q	8q_87
8	133000001	1.34e+08	8q	8q_88
8	134000001	1.35e+08	8q	8q_89
8	135000001	1.36e+08	8q	8q_90
8	136000001	1.37e+08	8q	8q_91
8	137000001	1.38e+08	8q	8q_92
8	138000001	1.39e+08	8q	8q_93
8	139000001	1.4e+08	8q	8q_94
8	140000001	1.41e+08	8q	8q_95
8	141000001	1.42e+08	8q	8q_96
8	142000001	1.43e+08	8q	8q_97
8	143000001	1.44e+08	8q	8q_98
8	144000001	1.45e+08	8q	8q_99
8	145000001	1.46e+08	8q	8q_100
8	146000001	146364022	8q	8q_101
9	1	1e+06	9p	9p_1
9	1000001	2e+06	9p	9p_2
9	2000001	3e+06	9p	9p_3
9	3000001	4e+06	9p	9p_4
9	4000001	5e+06	9p	9p_5
9	5000001	6e+06	9p	9p_6
9	6000001	7e+06	9p	9p_7
9	7000001	8e+06	9p	9p_8
9	8000001	9e+06	9p	9p_9
9	9000001	1e+07	9p	9p_10
9	10000001	1.1e+07	9p	9p_11
9	11000001	1.2e+07	9p	9p_12
9	12000001	1.3e+07	9p	9p_13
9	13000001	1.4e+07	9p	9p_14
9	14000001	1.5e+07	9p	9p_15
9	15000001	1.6e+07	9p	9p_16
9	16000001	1.7e+07	9p	9p_17
9	17000001	1.8e+07	9p	9p_18
9	18000001	1.9e+07	9p	9p_19
9	19000001	2e+07	9p	9p_20
9	20000001	2.1e+07	9p	9p_21
9	21000001	2.2e+07	9p	9p_22
9	22000001	2.3e+07	9p	9p_23
9	23000001	2.4e+07	9p	9p_24
9	24000001	2.5e+07	9p	9p_25
9	25000001	2.6e+07	9p	9p_26
9	26000001	2.7e+07	9p	9p_27
9	27000001	2.8e+07	9p	9p_28
9	28000001	2.9e+07	9p	9p_29
9	29000001	3e+07	9p	9p_30
9	30000001	3.1e+07	9p	9p_31
9	31000001	3.2e+07	9p	9p_32
9	32000001	3.3e+07	9p	9p_33
9	33000001	3.4e+07	9p	9p_34
9	34000001	3.5e+07	9p	9p_35
9	35000001	3.6e+07	9p	9p_36
9	36000001	3.7e+07	9p	9p_37
9	37000001	3.8e+07	9p	9p_38
9	38000001	3.9e+07	9p	9p_39
9	39000001	4e+07	9p	9p_40
9	40000001	4.1e+07	9p	9p_41
9	41000001	4.2e+07	9p	9p_42
9	42000001	4.3e+07	9p	9p_43
9	43000001	4.4e+07	9p	9p_44
9	44000001	4.5e+07	9p	9p_45
9	45000001	4.6e+07	9p	9p_46
9	46000001	4.7e+07	9p	9p_47
9	47000001	4.8e+07	9p	9p_48
9	48000001	48867678	9pq	9pq_1
9	48867679	4.9e+07	9pq	9pq_2
9	49000001	5e+07	9q	9q_1
9	50000001	5.1e+07	9q	9q_2
9	51000001	5.2e+07	9q	9q_3
9	52000001	5.3e+07	9q	9q_4
9	53000001	5.4e+07	9q	9q_5
9	54000001	5.5e+07	9q	9q_6
9	55000001	5.6e+07	9q	9q_7
9	56000001	5.7e+07	9q	9q_8
9	57000001	5.8e+07	9q	9q_9
9	58000001	5.9e+07	9q	9q_10
9	59000001	6e+07	9q	9q_11
9	60000001	6.1e+07	9q	9q_12
9	61000001	6.2e+07	9q	9q_13
9	62000001	6.3e+07	9q	9q_14
9	63000001	6.4e+07	9q	9q_15
9	64000001	6.5e+07	9q	9q_16
9	65000001	6.6e+07	9q	9q_17
9	66000001	6.7e+07	9q	9q_18
9	67000001	6.8e+07	9q	9q_19
9	68000001	6.9e+07	9q	9q_20
9	69000001	7e+07	9q	9q_21
9	70000001	7.1e+07	9q	9q_22
9	71000001	7.2e+07	9q	9q_23
9	72000001	7.3e+07	9q	9q_24
9	73000001	7.4e+07	9q	9q_25
9	74000001	7.5e+07	9q	9q_26
9	75000001	7.6e+07	9q	9q_27
9	76000001	7.7e+07	9q	9q_28
9	77000001	7.8e+07	9q	9q_29
9	78000001	7.9e+07	9q	9q_30
9	79000001	8e+07	9q	9q_31
9	80000001	8.1e+07	9q	9q_32
9	81000001	8.2e+07	9q	9q_33
9	82000001	8.3e+07	9q	9q_34
9	83000001	8.4e+07	9q	9q_35
9	84000001	8.5e+07	9q	9q_36
9	85000001	8.6e+07	9q	9q_37
9	86000001	8.7e+07	9q	9q_38
9	87000001	8.8e+07	9q	9q_39
9	88000001	8.9e+07	9q	9q_40
9	89000001	9e+07	9q	9q_41
9	90000001	9.1e+07	9q	9q_42
9	91000001	9.2e+07	9q	9q_43
9	92000001	9.3e+07	9q	9q_44
9	93000001	9.4e+07	9q	9q_45
9	94000001	9.5e+07	9q	9q_46
9	95000001	9.6e+07	9q	9q_47
9	96000001	9.7e+07	9q	9q_48
9	97000001	9.8e+07	9q	9q_49
9	98000001	9.9e+07	9q	9q_50
9	99000001	1e+08	9q	9q_51
9	100000001	1.01e+08	9q	9q_52
9	101000001	1.02e+08	9q	9q_53
9	102000001	1.03e+08	9q	9q_54
9	103000001	1.04e+08	9q	9q_55
9	104000001	1.05e+08	9q	9q_56
9	105000001	1.06e+08	9q	9q_57
9	106000001	1.07e+08	9q	9q_58
9	107000001	1.08e+08	9q	9q_59
9	108000001	1.09e+08	9q	9q_60
9	109000001	1.1e+08	9q	9q_61
9	110000001	1.11e+08	9q	9q_62
9	111000001	1.12e+08	9q	9q_63
9	112000001	1.13e+08	9q	9q_64
9	113000001	1.14e+08	9q	9q_65
9	114000001	1.15e+08	9q	9q_66
9	115000001	1.16e+08	9q	9q_67
9	116000001	1.17e+08	9q	9q_68
9	117000001	1.18e+08	9q	9q_69
9	118000001	1.19e+08	9q	9q_70
9	119000001	1.2e+08	9q	9q_71
9	120000001	1.21e+08	9q	9q_72
9	121000001	1.22e+08	9q	9q_73
9	122000001	1.23e+08	9q	9q_74
9	123000001	1.24e+08	9q	9q_75
9	124000001	1.25e+08	9q	9q_76
9	125000001	1.26e+08	9q	9q_77
9	126000001	1.27e+08	9q	9q_78
9	127000001	1.28e+08	9q	9q_79
9	128000001	1.29e+08	9q	9q_80
9	129000001	1.3e+08	9q	9q_81
9	130000001	1.31e+08	9q	9q_82
9	131000001	1.32e+08	9q	9q_83
9	132000001	1.33e+08	9q	9q_84
9	133000001	1.34e+08	9q	9q_85
9	134000001	1.35e+08	9q	9q_86
9	135000001	1.36e+08	9q	9q_87
9	136000001	1.37e+08	9q	9q_88
9	137000001	1.38e+08	9q	9q_89
9	138000001	1.39e+08	9q	9q_90
9	139000001	1.4e+08	9q	9q_91
9	140000001	1.41e+08	9q	9q_92
9	141000001	141213431	9q	9q_93
10	1	1e+06	10p	10p_1
10	1000001	2e+06	10p	10p_2
10	2000001	3e+06	10p	10p_3
10	3000001	4e+06	10p	10p_4
10	4000001	5e+06	10p	10p_5
10	5000001	6e+06	10p	10p_6
10	6000001	7e+06	10p	10p_7
10	7000001	8e+06	10p	10p_8
10	8000001	9e+06	10p	10p_9
10	9000001	1e+07	10p	10p_10
10	10000001	1.1e+07	10p	10p_11
10	11000001	1.2e+07	10p	10p_12
10	12000001	1.3e+07	10p	10p_13
10	13000001	1.4e+07	10p	10p_14
10	14000001	1.5e+07	10p	10p_15
10	15000001	1.6e+07	10p	10p_16
10	16000001	1.7e+07	10p	10p_17
10	17000001	1.8e+07	10p	10p_18
10	18000001	1.9e+07	10p	10p_19
10	19000001	2e+07	10p	10p_20
10	20000001	2.1e+07	10p	10p_21
10	21000001	2.2e+07	10p	10p_22
10	22000001	2.3e+07	10p	10p_23
10	23000001	2.4e+07	10p	10p_24
10	24000001	2.5e+07	10p	10p_25
10	25000001	2.6e+07	10p	10p_26
10	26000001	2.7e+07	10p	10p_27
10	27000001	2.8e+07	10p	10p_28
10	28000001	2.9e+07	10p	10p_29
10	29000001	3e+07	10p	10p_30
10	30000001	3.1e+07	10p	10p_31
10	31000001	3.2e+07	10p	10p_32
10	32000001	3.3e+07	10p	10p_33
10	33000001	3.4e+07	10p	10p_34
10	34000001	3.5e+07	10p	10p_35
10	35000001	3.6e+07	10p	10p_36
10	36000001	3.7e+07	10p	10p_37
10	37000001	3.8e+07	10p	10p_38
10	38000001	3.9e+07	10p	10p_39
10	39000001	4e+07	10p	10p_40
10	40000001	40754934	10pq	10pq_1
10	40754935	4.1e+07	10pq	10pq_2
10	41000001	4.2e+07	10q	10q_1
10	42000001	4.3e+07	10q	10q_2
10	43000001	4.4e+07	10q	10q_3
10	44000001	4.5e+07	10q	10q_4
10	45000001	4.6e+07	10q	10q_5
10	46000001	4.7e+07	10q	10q_6
10	47000001	4.8e+07	10q	10q_7
10	48000001	4.9e+07	10q	10q_8
10	49000001	5e+07	10q	10q_9
10	50000001	5.1e+07	10q	10q_10
10	51000001	5.2e+07	10q	10q_11
10	52000001	5.3e+07	10q	10q_12
10	53000001	5.4e+07	10q	10q_13
10	54000001	5.5e+07	10q	10q_14
10	55000001	5.6e+07	10q	10q_15
10	56000001	5.7e+07	10q	10q_16
10	57000001	5.8e+07	10q	10q_17
10	58000001	5.9e+07	10q	10q_18
10	59000001	6e+07	10q	10q_19
10	60000001	6.1e+07	10q	10q_20
10	61000001	6.2e+07	10q	10q_21
10	62000001	6.3e+07	10q	10q_22
10	63000001	6.4e+07	10q	10q_23
10	64000001	6.5e+07	10q	10q_24
10	65000001	6.6e+07	10q	10q_25
10	66000001	6.7e+07	10q	10q_26
10	67000001	6.8e+07	10q	10q_27
10	68000001	6.9e+07	10q	10q_28
10	69000001	7e+07	10q	10q_29
10	70000001	7.1e+07	10q	10q_30
10	71000001	7.2e+07	10q	10q_31
10	72000001	7.3e+07	10q	10q_32
10	73000001	7.4e+07	10q	10q_33
10	74000001	7.5e+07	10q	10q_34
10	75000001	7.6e+07	10q	10q_35
10	76000001	7.7e+07	10q	10q_36
10	77000001	7.8e+07	10q	10q_37
10	78000001	7.9e+07	10q	10q_38
10	79000001	8e+07	10q	10q_39
10	80000001	8.1e+07	10q	10q_40
10	81000001	8.2e+07	10q	10q_41
10	82000001	8.3e+07	10q	10q_42
10	83000001	8.4e+07	10q	10q_43
10	84000001	8.5e+07	10q	10q_44
10	85000001	8.6e+07	10q	10q_45
10	86000001	8.7e+07	10q	10q_46
10	87000001	8.8e+07	10q	10q_47
10	88000001	8.9e+07	10q	10q_48
10	89000001	9e+07	10q	10q_49
10	90000001	9.1e+07	10q	10q_50
10	91000001	9.2e+07	10q	10q_51
10	92000001	9.3e+07	10q	10q_52
10	93000001	9.4e+07	10q	10q_53
10	94000001	9.5e+07	10q	10q_54
10	95000001	9.6e+07	10q	10q_55
10	96000001	9.7e+07	10q	10q_56
10	97000001	9.8e+07	10q	10q_57
10	98000001	9.9e+07	10q	10q_58
10	99000001	1e+08	10q	10q_59
10	100000001	1.01e+08	10q	10q_60
10	101000001	1.02e+08	10q	10q_61
10	102000001	1.03e+08	10q	10q_62
10	103000001	1.04e+08	10q	10q_63
10	104000001	1.05e+08	10q	10q_64
10	105000001	1.06e+08	10q	10q_65
10	106000001	1.07e+08	10q	10q_66
10	107000001	1.08e+08	10q	10q_67
10	108000001	1.09e+08	10q	10q_68
10	109000001	1.1e+08	10q	10q_69
10	110000001	1.11e+08	10q	10q_70
10	111000001	1.12e+08	10q	10q_71
10	112000001	1.13e+08	10q	10q_72
10	113000001	1.14e+08	10q	10q_73
10	114000001	1.15e+08	10q	10q_74
10	115000001	1.16e+08	10q	10q_75
10	116000001	1.17e+08	10q	10q_76
10	117000001	1.18e+08	10q	10q_77
10	118000001	1.19e+08	10q	10q_78
10	119000001	1.2e+08	10q	10q_79
10	120000001	1.21e+08	10q	10q_80
10	121000001	1.22e+08	10q	10q_81
10	122000001	1.23e+08	10q	10q_82
10	123000001	1.24e+08	10q	10q_83
10	124000001	1.25e+08	10q	10q_84
10	125000001	1.26e+08	10q	10q_85
10	126000001	1.27e+08	10q	10q_86
10	127000001	1.28e+08	10q	10q_87
10	128000001	1.29e+08	10q	10q_88
10	129000001	1.3e+08	10q	10q_89
10	130000001	1.31e+08	10q	10q_90
10	131000001	1.32e+08	10q	10q_91
10	132000001	1.33e+08	10q	10q_92
10	133000001	1.34e+08	10q	10q_93
10	134000001	1.35e+08	10q	10q_94
10	135000001	135534747	10q	10q_95
11	1	1e+06	11p	11p_1
11	1000001	2e+06	11p	11p_2
11	2000001	3e+06	11p	11p_3
11	3000001	4e+06	11p	11p_4
11	4000001	5e+06	11p	11p_5
11	5000001	6e+06	11p	11p_6
11	6000001	7e+06	11p	11p_7
11	7000001	8e+06	11p	11p_8
11	8000001	9e+06	11p	11p_9
11	9000001	1e+07	11p	11p_10
11	10000001	1.1e+07	11p	11p_11
11	11000001	1.2e+07	11p	11p_12
11	12000001	1.3e+07	11p	11p_13
11	13000001	1.4e+07	11p	11p_14
11	14000001	1.5e+07	11p	11p_15
11	15000001	1.6e+07	11p	11p_16
11	16000001	1.7e+07	11p	11p_17
11	17000001	1.8e+07	11p	11p_18
11	18000001	1.9e+07	11p	11p_19
11	19000001	2e+07	11p	11p_20
11	20000001	2.1e+07	11p	11p_21
11	21000001	2.2e+07	11p	11p_22
11	22000001	2.3e+07	11p	11p_23
11	23000001	2.4e+07	11p	11p_24
11	24000001	2.5e+07	11p	11p_25
11	25000001	2.6e+07	11p	11p_26
11	26000001	2.7e+07	11p	11p_27
11	27000001	2.8e+07	11p	11p_28
11	28000001	2.9e+07	11p	11p_29
11	29000001	3e+07	11p	11p_30
11	30000001	3.1e+07	11p	11p_31
11	31000001	3.2e+07	11p	11p_32
11	32000001	3.3e+07	11p	11p_33
11	33000001	3.4e+07	11p	11p_34
11	34000001	3.5e+07	11p	11p_35
11	35000001	3.6e+07	11p	11p_36
11	36000001	3.7e+07	11p	11p_37
11	37000001	3.8e+07	11p	11p_38
11	38000001	3.9e+07	11p	11p_39
11	39000001	4e+07	11p	11p_40
11	40000001	4.1e+07	11p	11p_41
11	41000001	4.2e+07	11p	11p_42
11	42000001	4.3e+07	11p	11p_43
11	43000001	4.4e+07	11p	11p_44
11	44000001	4.5e+07	11p	11p_45
11	45000001	4.6e+07	11p	11p_46
11	46000001	4.7e+07	11p	11p_47
11	47000001	4.8e+07	11p	11p_48
11	48000001	4.9e+07	11p	11p_49
11	49000001	5e+07	11p	11p_50
11	50000001	5.1e+07	11p	11p_51
11	51000001	5.2e+07	11p	11p_52
11	52000001	5.3e+07	11p	11p_53
11	53000001	53144204	11pq	11pq_1
11	53144205	5.4e+07	11pq	11pq_2
11	54000001	5.5e+07	11q	11q_1
11	55000001	5.6e+07	11q	11q_2
11	56000001	5.7e+07	11q	11q_3
11	57000001	5.8e+07	11q	11q_4
11	58000001	5.9e+07	11q	11q_5
11	59000001	6e+07	11q	11q_6
11	60000001	6.1e+07	11q	11q_7
11	61000001	6.2e+07	11q	11q_8
11	62000001	6.3e+07	11q	11q_9
11	63000001	6.4e+07	11q	11q_10
11	64000001	6.5e+07	11q	11q_11
11	65000001	6.6e+07	11q	11q_12
11	66000001	6.7e+07	11q	11q_13
11	67000001	6.8e+07	11q	11q_14
11	68000001	6.9e+07	11q	11q_15
11	69000001	7e+07	11q	11q_16
11	70000001	7.1e+07	11q	11q_17
11	71000001	7.2e+07	11q	11q_18
11	72000001	7.3e+07	11q	11q_19
11	73000001	7.4e+07	11q	11q_20
11	74000001	7.5e+07	11q	11q_21
11	75000001	7.6e+07	11q	11q_22
11	76000001	7.7e+07	11q	11q_23
11	77000001	7.8e+07	11q	11q_24
11	78000001	7.9e+07	11q	11q_25
11	79000001	8e+07	11q	11q_26
11	80000001	8.1e+07	11q	11q_27
11	81000001	8.2e+07	11q	11q_28
11	82000001	8.3e+07	11q	11q_29
11	83000001	8.4e+07	11q	11q_30
11	84000001	8.5e+07	11q	11q_31
11	85000001	8.6e+07	11q	11q_32
11	86000001	8.7e+07	11q	11q_33
11	87000001	8.8e+07	11q	11q_34
11	88000001	8.9e+07	11q	11q_35
11	89000001	9e+07	11q	11q_36
11	90000001	9.1e+07	11q	11q_37
11	91000001	9.2e+07	11q	11q_38
11	92000001	9.3e+07	11q	11q_39
11	93000001	9.4e+07	11q	11q_40
11	94000001	9.5e+07	11q	11q_41
11	95000001	9.6e+07	11q	11q_42
11	96000001	9.7e+07	11q	11q_43
11	97000001	9.8e+07	11q	11q_44
11	98000001	9.9e+07	11q	11q_45
11	99000001	1e+08	11q	11q_46
11	100000001	1.01e+08	11q	11q_47
11	101000001	1.02e+08	11q	11q_48
11	102000001	1.03e+08	11q	11q_49
11	103000001	1.04e+08	11q	11q_50
11	104000001	1.05e+08	11q	11q_51
11	105000001	1.06e+08	11q	11q_52
11	106000001	1.07e+08	11q	11q_53
11	107000001	1.08e+08	11q	11q_54
11	108000001	1.09e+08	11q	11q_55
11	109000001	1.1e+08	11q	11q_56
11	110000001	1.11e+08	11q	11q_57
11	111000001	1.12e+08	11q	11q_58
11	112000001	1.13e+08	11q	11q_59
11	113000001	1.14e+08	11q	11q_60
11	114000001	1.15e+08	11q	11q_61
11	115000001	1.16e+08	11q	11q_62
11	116000001	1.17e+08	11q	11q_63
11	117000001	1.18e+08	11q	11q_64
11	118000001	1.19e+08	11q	11q_65
11	119000001	1.2e+08	11q	11q_66
11	120000001	1.21e+08	11q	11q_67
11	121000001	1.22e+08	11q	11q_68
11	122000001	1.23e+08	11q	11q_69
11	123000001	1.24e+08	11q	11q_70
11	124000001	1.25e+08	11q	11q_71
11	125000001	1.26e+08	11q	11q_72
11	126000001	1.27e+08	11q	11q_73
11	127000001	1.28e+08	11q	11q_74
11	128000001	1.29e+08	11q	11q_75
11	129000001	1.3e+08	11q	11q_76
11	130000001	1.31e+08	11q	11q_77
11	131000001	1.32e+08	11q	11q_78
11	132000001	1.33e+08	11q	11q_79
11	133000001	1.34e+08	11q	11q_80
11	134000001	1.35e+08	11q	11q_81
11	135000001	135006516	11q	11q_82
12	1	1e+06	12p	12p_1
12	1000001	2e+06	12p	12p_2
12	2000001	3e+06	12p	12p_3
12	3000001	4e+06	12p	12p_4
12	4000001	5e+06	12p	12p_5
12	5000001	6e+06	12p	12p_6
12	6000001	7e+06	12p	12p_7
12	7000001	8e+06	12p	12p_8
12	8000001	9e+06	12p	12p_9
12	9000001	1e+07	12p	12p_10
12	10000001	1.1e+07	12p	12p_11
12	11000001	1.2e+07	12p	12p_12
12	12000001	1.3e+07	12p	12p_13
12	13000001	1.4e+07	12p	12p_14
12	14000001	1.5e+07	12p	12p_15
12	15000001	1.6e+07	12p	12p_16
12	16000001	1.7e+07	12p	12p_17
12	17000001	1.8e+07	12p	12p_18
12	18000001	1.9e+07	12p	12p_19
12	19000001	2e+07	12p	12p_20
12	20000001	2.1e+07	12p	12p_21
12	21000001	2.2e+07	12p	12p_22
12	22000001	2.3e+07	12p	12p_23
12	23000001	2.4e+07	12p	12p_24
12	24000001	2.5e+07	12p	12p_25
12	25000001	2.6e+07	12p	12p_26
12	26000001	2.7e+07	12p	12p_27
12	27000001	2.8e+07	12p	12p_28
12	28000001	2.9e+07	12p	12p_29
12	29000001	3e+07	12p	12p_30
12	30000001	3.1e+07	12p	12p_31
12	31000001	3.2e+07	12p	12p_32
12	32000001	3.3e+07	12p	12p_33
12	33000001	3.4e+07	12p	12p_34
12	34000001	3.5e+07	12p	12p_35
12	35000001	3.6e+07	12p	12p_36
12	36000001	36356693	12pq	12pq_1
12	36356694	3.7e+07	12pq	12pq_2
12	37000001	3.8e+07	12q	12q_1
12	38000001	3.9e+07	12q	12q_2
12	39000001	4e+07	12q	12q_3
12	40000001	4.1e+07	12q	12q_4
12	41000001	4.2e+07	12q	12q_5
12	42000001	4.3e+07	12q	12q_6
12	43000001	4.4e+07	12q	12q_7
12	44000001	4.5e+07	12q	12q_8
12	45000001	4.6e+07	12q	12q_9
12	46000001	4.7e+07	12q	12q_10
